"","household_key","BASKET_ID","PRODUCT_ID","QUANTITY","SALES_VALUE","RETAIL_DISC","COUPON_DISC","COUPON_MATCH_DISC"
"2396796",1613,41655820646,230051,1,2.19,-0.6,0,0
"2396797",1613,41655820646,5721970,1,2.78,0,0,0
"2396798",1613,41655820646,6876743,1,4.19,0,0,0
"2396799",1613,41655820646,10155676,1,1.59,0,0,0
"2396800",1613,41655820646,10198513,1,4.99,0,0,0
"2396801",1613,41655820646,13426673,1,2.5,-1.39,0,0
"2396802",1613,41655820646,15712538,1,2.99,-0.16,0,0
"2396803",1613,41655820646,16102849,1,2,-1.15,0,0
"2465288",2182,41881398493,36880,1,1,-0.19,0,0
"2465289",2182,41881398493,80670,1,1.49,0,0,0
"2465290",2182,41881398493,93662,3,4.05,0,0,0
"2465291",2182,41881398493,108404,3,4.35,0,0,0
"2465292",2182,41881398493,253391,1,2.65,0,0,0
"2465293",2182,41881398493,315014,1,1.29,0,0,0
"2497821",2182,41973507751,40694,1,0.15,0,0,0
"2497822",2182,41973507751,45720,1,0.15,0,0,0
"2497823",2182,41973507751,10184732,1,1.69,0,0,0
"2497824",2182,41973507751,15745884,2,2,-3.98,0,0
"2510389",1613,42012308423,34873,1,1.2,-0.79,0,0
"2510390",1613,42012308423,63040,1,2.5,-0.45,0,0
"2510391",1613,42012308423,72290,1,1.66,0,0,0
"2510392",1613,42012308423,9530255,1,6.29,0,-1.26,0
"2510393",1613,42012308423,9878870,1,1.69,0,0,0
"2530148",1613,42065993503,75618,1,1.19,0,0,0
"2530149",1613,42065993503,83237,1,1.84,0,0,0
"2530150",1613,42065993503,130533,1,2.5,-0.39,0,0
"2530151",1613,42065993503,269894,1,6.19,-1.31,0,0
"2550070",2182,42142311779,30613,1,1.79,0,0,0
"2550071",2182,42142311779,42388,1,0.44,-0.06,0,0
"2550072",2182,42142311779,112553,1,1.09,0,0,0
"2550073",2182,42142311779,15722074,1,1.19,0,0,0
